sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,end,is_recid
1,24,2,2,0,0,1,2,-1.0,1.0,3,3,1,0,4,2,562,-1
0,52,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,509,-1
1,27,0,0,0,0,0,1,0.0,0.0,7,4,2,0,4,2,412,-1
0,27,0,2,0,0,0,1,-66.0,66.0,3,3,1,0,2,1,1045,-1
1,33,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1060,-1
0,58,1,3,0,0,0,1,-345.0,133.0,3,4,2,0,2,1,751,-1
1,21,2,0,0,0,0,0,-1.0,0.0,3,3,1,0,5,2,651,-1
0,20,2,0,0,0,0,0,-1.0,1.0,8,7,0,0,6,2,673,-1
0,43,0,2,0,0,0,0,0.0,0.0,8,1,1,0,0,1,714,-1
1,42,0,2,0,0,0,0,0.0,0.0,8,0,1,0,0,1,959,-1
0,49,1,2,0,0,0,0,-3.0,3.0,3,1,1,0,1,1,1159,-1
1,36,0,3,0,0,0,3,-1.0,1.0,7,6,2,0,3,1,638,-1
1,22,2,0,0,0,0,0,-1.0,1.0,3,5,2,0,4,2,463,-1
1,36,0,0,0,0,0,12,-13.0,13.0,3,8,0,0,9,0,907,-1
0,28,0,3,0,0,0,2,-68.0,65.0,7,4,2,0,3,1,842,-1
1,58,1,0,0,0,0,6,-1.0,1.0,3,5,2,0,2,1,511,-1
1,47,1,2,0,0,0,10,-240.0,240.0,2,7,0,0,3,1,636,-1
1,29,0,2,0,0,0,1,-22.0,22.0,3,2,1,0,1,1,329,-1
0,30,0,2,0,0,0,5,-1.0,1.0,7,3,1,0,2,1,711,-1
1,39,0,2,0,0,0,2,-1.0,1.0,3,2,1,0,0,1,1114,-1
1,26,0,0,0,0,0,3,0.0,0.0,2,3,1,0,2,1,1085,-1
1,44,0,0,0,0,0,7,0.0,1.0,2,3,1,0,2,1,622,-1
1,57,1,0,0,0,0,19,-1.0,1.0,3,2,1,0,0,1,741,-1
1,36,0,2,0,0,0,2,-1.0,1.0,7,0,1,0,0,1,899,-1
1,70,1,0,0,0,0,0,-4.0,4.0,2,0,1,0,0,1,658,-1
1,26,0,0,0,0,1,6,-1.0,1.0,3,8,0,0,6,2,641,-1
1,29,0,0,0,0,0,0,-1.0,1.0,7,1,1,0,2,1,1101,-1
1,56,1,0,0,0,0,28,-69.0,69.0,3,6,2,0,3,1,899,-1
0,54,1,2,0,0,0,1,-95.0,95.0,3,1,1,0,1,1,1019,-1
0,24,2,0,0,0,0,2,-1.0,1.0,3,3,1,0,3,1,536,-1
1,36,0,2,0,0,0,0,-1.0,1.0,7,2,1,0,2,1,830,-1
1,55,1,2,0,0,0,1,0.0,0.0,3,2,1,0,1,1,1137,-1
0,24,2,2,0,0,0,2,-1.0,1.0,3,6,2,0,4,2,1149,-1
0,25,0,2,0,0,0,2,0.0,1.0,2,9,0,0,7,0,1045,-1
1,30,0,2,0,0,0,0,-1.0,1.0,6,2,1,0,1,1,887,-1
1,28,0,0,0,0,0,2,-1.0,2147.0,7,4,2,0,3,1,883,-1
1,35,0,0,0,0,0,6,-1.0,1.0,7,6,2,0,2,1,635,-1
1,24,2,2,0,0,0,0,0.0,0.0,7,1,1,0,2,1,1060,-1
1,20,2,0,0,0,0,0,-1.0,1.0,3,7,0,0,7,0,864,-1
1,49,1,0,0,0,0,0,0.0,0.0,8,0,1,0,0,1,1184,-1
1,32,0,0,0,0,0,1,-1.0,1.0,3,2,1,0,0,1,96,-1
1,32,0,2,0,0,0,0,-1.0,1.0,7,3,1,0,1,1,670,-1
1,22,2,3,0,0,0,1,-1.0,0.0,7,5,2,0,6,2,482,-1
1,39,0,0,0,0,0,11,-1.0,1.0,7,7,0,0,3,1,342,-1
1,32,0,0,2,0,2,11,0.0,0.0,3,9,0,0,6,2,548,-1
0,28,0,5,0,0,0,1,36.0,119.0,3,6,2,0,1,1,788,-1
1,49,1,2,0,0,0,2,0.0,0.0,7,3,1,0,1,1,582,-1
1,23,2,0,0,0,0,0,-1.0,1.0,7,2,1,0,2,1,529,-1
1,45,1,2,0,0,0,2,0.0,0.0,7,3,1,0,2,1,1149,-1
0,26,0,0,0,0,0,0,-1.0,1.0,7,1,1,0,1,1,845,-1
0,24,2,0,0,0,0,0,-1.0,1.0,3,6,2,0,5,2,700,-1
0,24,2,2,0,0,0,1,-3.0,3.0,2,3,1,0,3,1,809,-1
1,23,2,0,0,0,0,4,-1.0,1.0,3,6,2,0,4,2,285,-1
0,24,2,0,0,0,0,1,-124.0,82.0,7,3,1,0,3,1,696,-1
1,35,0,0,0,0,0,8,-1.0,1.0,7,5,2,0,3,1,973,-1
1,20,2,0,0,0,1,1,-1.0,0.0,2,9,0,0,6,2,514,-1
0,32,0,3,0,0,0,0,0.0,0.0,7,0,1,0,0,1,756,-1
1,28,0,2,0,0,0,0,0.0,1.0,3,6,2,0,2,1,289,-1
1,22,2,0,0,0,0,4,-1.0,1.0,3,6,2,0,6,2,177,-1
0,64,1,2,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,904,-1
0,33,0,0,0,0,0,0,-1.0,1.0,3,9,0,0,4,2,561,-1
1,28,0,2,0,0,0,9,-134.0,134.0,1,6,2,0,7,0,328,-1
0,37,0,0,0,0,0,2,0.0,0.0,3,0,1,0,0,1,294,-1
1,24,2,0,0,3,0,12,-1.0,1.0,7,9,0,0,8,0,893,-1
1,26,0,2,0,0,0,0,-1.0,1.0,7,3,1,0,2,1,843,-1
0,20,2,0,0,0,0,0,-1.0,1.0,3,4,2,0,6,2,238,-1
1,46,1,5,0,0,0,0,0.0,1.0,3,0,1,0,0,1,938,-1
1,24,2,2,0,0,2,6,0.0,0.0,3,9,0,0,4,2,1133,-1
1,25,0,0,0,0,2,3,0.0,811.0,8,5,2,0,2,1,580,-1
1,25,0,1,0,0,0,2,-71.0,71.0,3,4,2,0,2,1,646,-1
0,32,0,0,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,775,-1
1,27,0,3,0,0,0,5,-1.0,1.0,3,9,0,0,5,2,550,-1
0,20,2,0,0,0,0,0,-1.0,1.0,3,4,2,0,6,2,749,-1
1,38,0,0,0,0,2,5,-1.0,1.0,3,2,1,0,3,1,811,-1
1,27,0,0,0,0,0,1,-1.0,1.0,7,0,1,0,1,1,857,-1
0,21,2,0,0,0,0,0,-2.0,2.0,3,4,2,0,5,2,1072,-1
1,23,2,0,0,0,0,3,-1.0,1.0,3,7,0,0,8,0,638,-1
1,28,0,0,0,0,0,1,-1.0,1.0,3,1,1,0,1,1,71,-1
1,31,0,0,0,3,0,27,-1.0,1.0,3,9,0,0,9,0,503,-1
0,35,0,2,0,0,0,2,-3.0,3.0,7,2,1,0,0,1,970,-1
1,22,2,2,0,0,0,0,0.0,0.0,3,2,1,0,4,2,167,-1
1,56,1,0,0,0,0,1,-1.0,1.0,2,1,1,0,0,1,884,-1
1,27,0,5,0,0,2,2,-1.0,1.0,7,1,1,0,1,1,543,-1
1,32,0,0,0,0,0,7,0.0,0.0,3,1,1,0,0,1,313,-1
1,27,0,5,0,0,0,0,-1.0,1.0,3,3,1,0,2,1,570,-1
1,57,1,0,0,0,0,2,-1.0,4620.0,7,0,1,0,0,1,848,-1
1,22,2,2,1,0,0,2,-1.0,1.0,3,3,1,0,5,2,953,-1
0,38,0,2,0,0,0,5,11.0,15.0,3,2,1,0,0,1,11,-1
0,38,0,0,0,0,0,2,-1.0,4971.0,8,6,2,0,1,1,682,-1
0,44,0,2,0,0,0,1,-31.0,31.0,7,2,1,0,0,1,847,-1
1,64,1,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,605,-1
1,40,0,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,550,-1
1,62,1,2,0,0,0,2,0.0,1.0,7,6,2,0,5,2,708,-1
1,30,0,0,0,0,0,4,326.0,2.0,3,2,1,0,1,1,1092,-1
1,52,1,0,0,0,0,2,268.0,331.0,3,0,1,0,0,1,611,-1
1,29,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,1,1,222,-1
0,25,0,0,0,0,0,0,-1.0,1.0,3,3,1,0,2,1,541,-1
1,45,1,2,0,0,0,7,-76.0,76.0,3,1,1,0,0,1,294,-1
1,55,1,3,0,0,0,2,-32.0,32.0,1,0,1,0,0,1,1025,-1
1,27,0,2,0,0,0,0,0.0,0.0,3,4,2,0,2,1,660,-1
1,27,0,0,0,0,0,0,-1.0,1.0,7,1,1,0,2,1,1102,-1
1,27,0,2,0,0,0,2,-20.0,20.0,3,3,1,0,2,1,665,-1
0,41,0,3,0,0,0,0,-1.0,1.0,3,1,1,0,0,1,672,-1
1,34,0,3,0,0,0,3,-6.0,6.0,7,1,1,0,1,1,945,-1
1,55,1,2,0,0,0,2,-1.0,1.0,3,2,1,0,0,1,330,-1
0,44,0,2,0,0,0,3,-1.0,1.0,3,5,2,0,1,1,687,-1
1,53,1,3,0,0,0,3,-1.0,1.0,1,6,2,0,6,2,668,-1
1,20,2,2,0,0,0,0,-1.0,1.0,3,7,0,0,6,2,809,-1
1,31,0,0,0,0,0,3,-25.0,25.0,8,2,1,0,1,1,716,-1
0,20,2,0,0,0,0,0,-1.0,1.0,3,3,1,0,5,2,789,-1
1,24,2,3,0,0,0,8,0.0,0.0,3,7,0,0,3,1,1072,-1
0,46,1,2,0,0,0,1,-30.0,30.0,1,0,1,0,0,1,889,-1
1,38,0,3,0,0,0,1,-1.0,1.0,8,4,2,0,1,1,1039,-1
1,24,2,2,0,0,0,4,0.0,0.0,3,7,0,0,7,0,41,-1
0,34,0,0,0,1,0,5,-412.0,412.0,3,4,2,0,3,1,597,-1
0,36,0,5,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,928,-1
1,38,0,0,0,0,0,2,-1.0,1.0,3,0,1,0,0,1,61,-1
1,52,1,2,0,0,0,6,-1.0,1.0,3,3,1,0,4,2,940,-1
1,27,0,0,0,0,0,3,-1.0,1.0,3,1,1,0,3,1,702,-1
1,22,2,2,0,0,0,0,0.0,0.0,3,2,1,0,4,2,1043,-1
1,52,1,2,0,0,0,4,-26.0,26.0,3,2,1,0,2,1,583,-1
1,27,0,3,0,0,0,2,-10.0,10.0,2,2,1,0,1,1,962,-1
1,32,0,3,0,0,0,0,-1.0,1.0,3,4,2,0,2,1,850,-1
0,61,1,0,0,0,0,1,-79.0,79.0,2,5,2,0,2,1,765,-1
1,41,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,1075,-1
1,21,2,0,0,0,2,1,-1.0,1.0,3,4,2,0,4,2,474,-1
1,55,1,0,0,0,0,0,-1.0,1.0,3,8,0,0,9,0,468,-1
1,33,0,0,0,1,0,5,-1.0,1.0,1,3,1,0,1,1,682,-1
1,20,2,0,0,0,0,1,-1.0,1.0,2,6,2,0,7,0,750,-1
1,23,2,0,0,2,1,8,-1.0,1.0,7,9,0,0,7,0,175,-1
1,45,1,0,0,0,0,1,-1.0,1.0,3,2,1,0,0,1,1132,-1
1,39,0,0,0,0,0,8,-1.0,1.0,3,3,1,0,2,1,692,-1
1,59,1,2,0,0,0,2,-19.0,19.0,3,0,1,0,0,1,861,-1
0,43,0,2,0,0,0,0,-1.0,1.0,7,5,2,0,0,1,880,-1
0,27,0,0,0,0,0,0,0.0,0.0,7,3,1,0,2,1,531,-1
1,38,0,5,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,914,-1
0,22,2,3,0,0,0,0,0.0,0.0,7,2,1,0,2,1,513,-1
1,40,0,0,0,0,0,16,-1.0,1.0,8,4,2,0,1,1,618,-1
1,38,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,692,-1
1,32,0,3,0,0,0,1,0.0,0.0,3,4,2,0,4,2,618,-1
1,49,1,2,0,0,0,1,0.0,0.0,7,0,1,0,0,1,68,-1
1,38,0,0,0,0,0,5,-1.0,1.0,3,2,1,0,1,1,853,-1
1,30,0,0,0,0,0,0,-1.0,2.0,3,0,1,0,1,1,759,-1
1,41,0,0,0,0,0,9,-1.0,1.0,3,4,2,0,4,2,381,-1
0,59,1,2,0,0,0,0,-2.0,2.0,7,0,1,0,0,1,903,-1
1,37,0,2,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,696,-1
1,21,2,2,0,0,0,0,-1.0,1.0,7,6,2,0,6,2,1104,-1
1,52,1,2,0,0,0,2,-1.0,1.0,3,0,1,0,0,1,843,-1
1,37,0,0,3,0,0,17,-1.0,1.0,3,9,0,0,3,1,270,-1
0,28,0,2,0,0,0,1,0.0,0.0,3,4,2,0,2,1,96,-1
1,29,0,0,0,0,0,0,-1.0,1.0,3,1,1,0,1,1,511,-1
1,25,0,0,0,0,0,1,0.0,0.0,3,1,1,0,2,1,752,-1
1,27,0,4,0,0,0,3,0.0,0.0,7,6,2,0,3,1,878,-1
1,25,0,0,0,0,2,0,0.0,1.0,7,1,1,0,2,1,183,-1
1,21,2,0,0,0,0,1,0.0,10.0,3,8,0,0,6,2,501,-1
1,34,0,2,1,0,0,26,0.0,1.0,3,7,0,0,5,2,555,-1
1,39,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,631,-1
1,26,0,0,0,0,2,1,-1.0,1.0,3,7,0,0,6,2,350,-1
1,38,0,0,0,0,0,7,-1.0,1.0,3,8,0,0,2,1,1145,-1
1,27,0,0,0,0,0,9,-8.0,8.0,3,7,0,0,7,0,132,-1
0,52,1,0,0,0,0,8,-1.0,1.0,1,8,0,0,6,2,545,-1
1,24,2,5,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,472,-1
0,28,0,5,0,0,0,1,36.0,119.0,3,6,2,0,1,1,36,-1
1,33,0,0,0,0,0,1,-1.0,2337.0,7,1,1,0,0,1,86,-1
1,39,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,904,-1
1,20,2,0,0,0,0,1,-1.0,1.0,3,3,1,0,5,2,581,-1
1,33,0,2,0,0,0,0,-1.0,1.0,2,0,1,0,1,1,844,-1
0,47,1,3,0,0,0,1,97.0,1.0,2,0,1,0,0,1,97,-1
1,37,0,0,0,0,0,18,-1.0,1.0,3,8,0,0,1,1,668,-1
1,40,0,0,0,0,0,3,-1.0,1.0,3,1,1,0,0,1,1140,-1
1,37,0,2,0,0,0,0,-5.0,5.0,3,5,2,0,2,1,288,-1
1,27,0,0,0,0,0,0,0.0,0.0,7,0,1,0,1,1,936,-1
0,24,2,2,0,0,0,0,-1.0,1.0,3,2,1,0,2,1,658,-1
1,35,0,0,0,0,0,1,-1.0,1.0,3,7,0,0,3,1,938,-1
1,39,0,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,856,-1
1,43,0,0,0,0,0,12,-1.0,1.0,3,5,2,0,2,1,10,-1
0,29,0,2,0,0,0,3,0.0,0.0,3,2,1,0,1,1,175,-1
1,22,2,0,0,0,0,1,-1.0,1.0,3,8,0,0,6,2,864,-1
0,31,0,0,0,0,0,0,-5.0,5.0,8,5,2,0,3,1,882,-1
1,23,2,3,0,0,0,2,-1.0,1.0,3,3,1,0,3,1,183,-1
1,42,0,2,0,0,0,0,-2.0,3.0,7,3,1,0,3,1,725,-1
1,26,0,0,0,0,0,0,-1.0,1.0,3,6,2,0,2,1,534,-1
1,38,0,0,0,0,0,5,-1.0,1.0,7,3,1,0,1,1,852,-1
1,28,0,0,0,0,0,0,0.0,1.0,2,4,2,0,2,1,367,-1
1,49,1,2,0,0,0,0,0.0,1.0,3,5,2,0,5,2,760,-1
1,43,0,0,0,0,0,23,0.0,1.0,3,6,2,0,4,2,518,-1
1,18,2,0,2,0,0,2,-5.0,5.0,6,9,0,0,9,0,423,-1
1,27,0,0,0,0,0,3,-15.0,15.0,3,2,1,0,4,2,633,-1
1,34,0,0,0,0,0,4,-1.0,1.0,3,4,2,0,4,2,760,-1
1,48,1,0,0,0,0,2,0.0,0.0,7,0,1,0,0,1,633,-1
1,25,0,2,0,0,0,0,-1.0,1.0,7,2,1,0,3,1,1082,-1
1,24,2,0,0,0,0,1,-154.0,153.0,1,7,0,0,6,2,576,-1
1,23,2,2,0,0,0,0,0.0,0.0,7,5,2,0,6,2,972,-1
0,35,0,5,0,0,0,2,-102.0,69.0,1,1,1,0,0,1,722,-1
1,24,2,0,0,0,0,2,-1.0,1.0,3,6,2,0,4,2,965,-1
1,26,0,0,0,0,0,0,-1.0,1.0,3,8,0,0,9,0,205,-1
0,30,0,2,0,0,0,9,-58.0,58.0,3,5,2,0,7,0,576,-1
1,25,0,2,0,0,0,0,-3.0,3.0,3,1,1,0,2,1,613,-1
1,38,0,0,1,4,0,25,165.0,17.0,9,7,0,0,4,2,165,-1
1,21,2,5,0,0,0,0,-1.0,1.0,2,5,2,0,5,2,1156,-1
1,66,1,2,0,0,0,7,36.0,181.0,3,1,1,0,0,1,505,-1
1,21,2,0,0,1,0,2,-1.0,1.0,3,8,0,0,6,2,743,-1
1,27,0,0,0,1,0,11,-1.0,1.0,3,7,0,0,5,2,366,-1
0,55,1,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,494,-1
0,33,0,5,0,0,0,0,-1.0,1.0,3,1,1,0,1,1,864,-1
0,31,0,2,0,0,0,0,-1.0,1.0,7,8,0,0,4,2,872,-1
1,31,0,3,0,0,0,0,-1.0,1.0,3,1,1,0,1,1,1161,-1
0,21,2,0,0,0,0,0,-1.0,1.0,3,6,2,0,7,0,478,-1
0,20,2,0,0,0,0,2,-52.0,43.0,8,8,0,0,6,2,288,-1
1,31,0,0,0,0,0,5,0.0,0.0,7,9,0,0,9,0,939,-1
1,37,0,2,0,0,0,3,-1.0,1.0,7,3,1,0,1,1,51,-1
1,48,1,3,0,0,0,2,-1.0,1.0,3,0,1,0,0,1,459,-1
1,30,0,2,0,0,0,2,-15.0,15.0,3,1,1,0,1,1,926,-1
1,32,0,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,494,-1
1,47,1,0,1,0,0,10,-1.0,1.0,3,6,2,0,3,1,885,-1
0,69,1,2,0,0,0,2,0.0,0.0,8,0,1,0,0,1,1152,-1
1,48,1,2,0,0,0,1,-14.0,14.0,7,0,1,0,0,1,478,-1
0,42,0,0,0,0,0,1,-1.0,1.0,3,4,2,0,3,1,735,-1
1,42,0,0,0,0,0,0,0.0,1.0,8,0,1,0,0,1,1103,-1
0,32,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,593,-1
1,34,0,2,0,0,0,1,-1.0,1.0,2,4,2,0,3,1,947,-1
1,49,1,0,0,0,0,1,-33.0,33.0,3,2,1,0,0,1,570,-1
1,55,1,2,0,0,0,0,0.0,1.0,3,0,1,0,0,1,640,-1
0,23,2,2,0,0,0,3,-1.0,1.0,3,9,0,0,8,0,1132,-1
0,28,0,2,0,0,0,0,-2.0,2.0,9,5,2,0,1,1,1159,-1
0,26,0,0,0,0,0,0,-1.0,1.0,3,1,1,0,1,1,556,-1
1,29,0,0,0,0,0,2,-1.0,1.0,8,0,1,0,0,1,746,-1
0,54,1,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,1082,-1
1,28,0,0,0,0,0,7,-1.0,1.0,7,6,2,0,3,1,132,-1
1,32,0,2,0,0,0,0,-2.0,2.0,3,2,1,0,1,1,623,-1
1,33,0,3,0,0,0,0,-1.0,1.0,6,1,1,0,1,1,526,-1
1,57,1,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,783,-1
1,21,2,0,0,0,0,4,-1.0,1.0,2,7,0,0,5,2,630,-1
1,51,1,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,955,-1
1,62,1,0,0,0,0,0,0.0,0.0,7,0,1,0,0,1,799,-1
1,36,0,3,0,0,0,5,-2.0,2.0,3,1,1,0,0,1,645,-1
1,30,0,0,0,1,0,13,-13.0,13.0,7,9,0,0,1,1,690,-1
1,47,1,5,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,692,-1
1,44,0,0,0,0,1,16,-1.0,1.0,2,6,2,0,7,0,147,-1
1,53,1,3,0,0,0,11,-55.0,36.0,8,1,1,0,0,1,680,-1
0,46,1,2,0,0,0,0,0.0,0.0,7,0,1,0,0,1,753,-1
0,31,0,0,0,0,0,14,-1.0,1.0,3,7,0,0,7,0,297,-1
1,53,1,3,0,0,0,18,0.0,0.0,3,1,1,0,0,1,938,-1
1,22,2,0,0,0,0,1,-66.0,67.0,1,2,1,0,4,2,907,-1
1,46,1,0,0,0,0,0,0.0,1.0,3,6,2,0,3,1,871,-1
1,39,0,2,0,0,0,0,-1.0,1.0,3,2,1,0,1,1,743,-1
1,24,2,2,0,0,0,2,-18.0,18.0,7,2,1,0,4,2,1124,-1
1,20,2,0,0,1,0,1,-1.0,1.0,3,9,0,0,8,0,733,-1
0,31,0,0,0,0,0,4,-3.0,4.0,1,3,1,0,4,2,561,-1
0,20,2,2,0,0,0,0,-1.0,1.0,2,4,2,0,6,2,675,-1
1,69,1,5,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,961,-1
1,29,0,0,0,0,0,2,-1.0,1.0,7,3,1,0,4,2,819,-1
1,29,0,2,0,0,0,1,-1.0,1.0,3,0,1,0,1,1,1039,-1
1,48,1,5,0,0,0,12,0.0,0.0,3,4,2,0,3,1,1112,-1
1,21,2,2,0,0,0,0,-1.0,1.0,3,8,0,0,7,0,745,-1
0,47,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,571,-1
0,28,0,2,0,0,0,7,606.0,244.0,3,8,0,0,5,2,606,-1
1,53,1,2,0,0,0,8,-13.0,13.0,3,4,2,0,1,1,1039,-1
1,30,0,2,0,0,0,0,-7.0,7.0,3,2,1,0,0,1,779,-1
1,35,0,2,0,0,0,8,-1.0,2.0,8,0,1,0,0,1,508,-1
1,23,2,3,0,0,0,0,-1.0,1.0,2,5,2,0,4,2,1049,-1
1,60,1,0,0,0,0,1,-1.0,1.0,3,0,1,0,0,1,565,-1
0,24,2,0,0,0,0,0,-1.0,1.0,3,2,1,0,2,1,724,-1
1,19,2,2,0,0,2,1,-1.0,1.0,3,3,1,0,6,2,46,-1
1,25,0,0,0,0,0,12,-1.0,1.0,3,9,0,0,6,2,560,-1
1,22,2,5,0,0,1,2,-51.0,51.0,3,1,1,0,3,1,788,-1
1,25,0,0,0,0,0,1,0.0,1.0,7,2,1,0,2,1,1096,-1
1,59,1,5,0,0,0,1,-25.0,25.0,7,0,1,0,0,1,918,-1
0,24,2,2,0,0,0,0,0.0,1.0,7,4,2,0,4,2,1046,-1
1,32,0,1,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,932,-1
1,25,0,3,0,0,0,3,0.0,0.0,8,1,1,0,2,1,501,-1
1,37,0,2,0,0,0,0,-3.0,3.0,7,0,1,0,0,1,1068,-1
1,19,2,3,0,0,0,1,-18.0,18.0,3,2,1,0,5,2,658,-1
0,41,0,2,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,492,-1
1,32,0,2,0,0,0,0,-7.0,7.0,2,0,1,0,1,1,1081,-1
1,42,0,2,0,0,0,8,-1.0,1.0,3,3,1,0,3,1,48,-1
1,21,2,0,0,0,0,0,-1.0,1.0,3,3,1,0,5,2,846,-1
1,24,2,0,0,0,0,0,-3.0,3.0,3,2,1,0,3,1,988,-1
1,57,1,0,0,0,0,16,-342.0,342.0,6,8,0,0,4,2,554,-1
1,25,0,2,0,0,0,2,-1.0,1.0,3,4,2,0,5,2,1145,-1
1,29,0,0,0,0,0,2,-1.0,1.0,3,4,2,0,1,1,177,-1
0,34,0,2,0,0,0,0,-2.0,2.0,3,2,1,0,1,1,455,-1
1,49,1,0,0,0,0,1,-243.0,243.0,9,1,1,0,0,1,545,-1
0,29,0,2,0,0,0,3,-1.0,1.0,3,6,2,0,3,1,506,-1
1,22,2,0,0,0,0,11,-1.0,1.0,3,7,0,0,5,2,756,-1
1,27,0,2,0,0,0,8,-1.0,1.0,3,4,2,0,2,1,1134,-1
0,40,0,2,0,0,0,5,0.0,1.0,3,3,1,0,0,1,507,-1
1,24,2,0,0,0,0,0,-1.0,1.0,3,2,1,0,3,1,552,-1
1,26,0,0,0,2,0,13,-69.0,41.0,3,9,0,0,9,0,183,-1
0,33,0,2,0,0,0,0,0.0,1.0,7,0,1,0,0,1,491,-1
1,58,1,2,0,0,0,8,-1.0,1.0,7,1,1,0,0,1,1113,-1
1,38,0,2,0,0,0,5,-1.0,1.0,3,5,2,0,1,1,630,-1
1,34,0,0,0,0,0,3,-105.0,105.0,3,6,2,0,5,2,553,-1
1,35,0,2,0,0,0,4,-1.0,0.0,3,1,1,0,0,1,968,-1
1,30,0,2,0,0,0,3,-1.0,1.0,7,3,1,0,2,1,1101,-1
1,32,0,3,0,0,0,0,-2.0,2.0,2,0,1,0,0,1,469,-1
1,28,0,0,0,0,0,1,-1.0,1.0,7,6,2,0,2,1,1113,-1
1,26,0,0,0,0,0,1,-1.0,1.0,3,1,1,0,3,1,581,-1
0,36,0,2,0,0,0,1,304.0,1.0,8,2,1,0,0,1,662,-1
1,25,0,0,0,0,1,8,-1.0,1.0,2,9,0,0,8,0,885,-1
1,30,0,0,0,1,2,12,-1.0,1.0,3,6,2,0,5,2,1058,-1
1,25,0,0,0,0,1,7,507.0,47.0,3,7,0,0,8,0,736,-1
1,26,0,2,0,0,0,1,219.0,37.0,3,3,1,0,2,1,219,-1
1,59,1,2,0,0,0,2,0.0,0.0,2,0,1,0,0,1,1107,-1
1,44,0,0,0,0,0,0,-1.0,1.0,7,4,2,0,3,1,1178,-1
1,34,0,0,0,0,0,3,-1.0,1.0,8,8,0,0,6,2,1147,-1
1,22,2,2,0,0,0,0,-1.0,1.0,3,7,0,0,5,2,552,-1
0,24,2,2,0,0,0,0,-1.0,2.0,7,9,0,0,5,2,111,-1
1,56,1,2,0,0,0,3,0.0,0.0,7,2,1,0,1,1,1053,-1
0,40,0,5,0,0,0,1,-17.0,17.0,3,0,1,0,0,1,616,-1
1,38,0,0,0,0,0,5,-1.0,1.0,2,0,1,0,0,1,768,-1
1,43,0,0,0,0,0,4,-21.0,21.0,4,1,1,0,2,1,174,-1
1,30,0,0,0,0,0,1,-1.0,1.0,3,4,2,0,1,1,1136,-1
1,33,0,2,0,0,0,3,-42.0,43.0,3,4,2,0,2,1,55,-1
1,43,0,0,0,0,0,0,-1.0,1.0,3,4,2,0,2,1,1155,-1
1,26,0,2,0,0,0,0,-1.0,1.0,7,1,1,0,2,1,1122,-1
0,25,0,2,0,0,0,1,-1.0,1.0,7,2,1,0,2,1,479,-1
0,32,0,0,0,0,0,5,-1.0,1.0,3,6,2,0,2,1,1138,-1
0,37,0,0,0,0,0,0,-1.0,1.0,8,0,1,0,0,1,778,-1
1,55,1,0,0,0,0,4,-1.0,1480.0,9,7,0,0,2,1,541,-1
1,27,0,5,0,0,0,0,-1.0,1.0,3,8,0,0,6,2,574,-1
1,65,1,0,0,0,0,23,-330.0,329.0,3,1,1,0,0,1,505,-1
1,44,0,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,1078,-1
1,55,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,486,-1
1,45,1,0,1,0,0,16,-1.0,1.0,3,6,2,0,1,1,860,-1
1,22,2,2,0,0,0,1,-54.0,54.0,7,2,1,0,3,1,494,-1
1,35,0,2,0,0,0,1,-1.0,1.0,3,5,2,0,1,1,524,-1
1,27,0,3,0,0,0,2,-1.0,1.0,7,1,1,0,1,1,655,-1
1,19,2,0,0,0,0,0,-1.0,1.0,3,8,0,0,7,0,587,-1
1,20,2,3,0,0,0,0,123.0,75.0,9,2,1,0,4,2,484,-1
1,60,1,3,0,0,0,0,0.0,1.0,7,0,1,0,0,1,712,-1
