age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
1,Private,117381.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,3,0,2,United-States,>50K
4,Private,180239.0,Masters,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,2,South,<=50K
4,Private,539563.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,261561.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,81057.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,160120.0,Bachelors,13,Married-civ-spouse,Sales,Husband,Other,Male,0,0,2,,<=50K
0,Private,41979.0,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,275110.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,4,United-States,>50K
4,Private,265661.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,193246.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,France,<=50K
1,Private,236543.0,12th,8,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,2,Mexico,<=50K
0,Private,29510.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
2,State-gov,105804.0,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,194604.0,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,1038553.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Local-gov,209320.0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,1,0,2,United-States,<=50K
1,Private,193231.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,1,0,3,United-States,<=50K
2,Private,307468.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
2,Private,255941.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4,0,3,United-States,>50K
2,Local-gov,107845.0,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Female,0,0,3,United-States,>50K
2,Self-emp-not-inc,567788.0,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,Mexico,<=50K
2,Private,91857.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,732569.0,9th,5,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,86613.0,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,0,0,0,El-Salvador,<=50K
3,Private,35961.0,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,1,Germany,<=50K
3,Private,114754.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,235124.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,2,United-States,>50K
2,Local-gov,218490.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3,0,1,United-States,>50K
1,Private,329426.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,181015.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,3,United-States,<=50K
2,Self-emp-not-inc,264740.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,381153.0,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,<=50K
1,Private,189759.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,United-States,>50K
2,Private,230467.0,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,1,2,Germany,<=50K
2,Private,218542.0,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,298507.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,2,United-States,>50K
4,Private,111189.0,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,1,Dominican-Republic,<=50K
0,Private,168997.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,168894.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,149809.0,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,344073.0,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,>50K
0,Private,416165.0,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Private,41490.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,40269.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
4,,243256.0,9th,5,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,250536.0,Some-college,10,Separated,Other-service,Unmarried,Black,Female,0,0,1,Haiti,<=50K
3,Federal-gov,105586.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
4,Private,51499.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Local-gov,189878.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,179481.0,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,2,0,2,United-States,<=50K
0,Private,299765.0,Some-college,10,Separated,Adm-clerical,Other-relative,Black,Female,0,0,2,Jamaica,<=50K
2,Self-emp-inc,155664.0,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,,>50K
1,Private,54608.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,,174702.0,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Self-emp-not-inc,285020.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,<=50K
0,Private,201145.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,4,United-States,<=50K
3,Private,125796.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,1,Jamaica,<=50K
3,Private,249072.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,99156.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,State-gov,94754.0,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,India,<=50K
2,Private,111128.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Local-gov,157887.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,74194.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
3,Self-emp-inc,168191.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,28334.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,84278.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,3,,>50K
2,Private,721161.0,Some-college,10,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Private,188069.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,145178.0,Some-college,10,Divorced,Craft-repair,Unmarried,Black,Female,0,0,1,United-States,<=50K
0,Private,52967.0,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,177578.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
1,Self-emp-inc,185384.0,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,<=50K
4,Private,66008.0,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,3,England,<=50K
4,Private,329059.0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Local-gov,348802.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,2,United-States,<=50K
3,Private,34233.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,509629.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,27956.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,4,Philippines,<=50K
2,Local-gov,83286.0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
0,Private,309098.0,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,188950.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,224217.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,222899.0,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,123306.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Federal-gov,279337.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,347166.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,>50K
2,Local-gov,251396.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,Canada,>50K
0,Self-emp-inc,143034.0,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,57635.0,Assoc-voc,11,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,>50K
1,Local-gov,162651.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,Puerto-Rico,<=50K
4,Private,28334.0,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
2,Local-gov,84570.0,Some-college,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
1,Private,181091.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,Iran,>50K
3,Local-gov,117496.0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
4,State-gov,216160.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,Columbia,>50K
3,Self-emp-inc,204447.0,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,374969.0,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,35015.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,<=50K
3,Private,179869.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,137733.0,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,193125.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,103649.0,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,2,United-States,<=50K
4,State-gov,54260.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,1,0,2,China,<=50K
1,Private,197932.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,2,Mexico,>50K
2,Private,249720.0,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K
3,Private,223613.0,1st-4th,2,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,1,Cuba,<=50K
0,Private,259865.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,301694.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,Mexico,<=50K
3,Self-emp-inc,276934.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
0,Private,395512.0,12th,8,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,0,0,2,Mexico,<=50K
2,Private,168071.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,45317.0,Some-college,10,Separated,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,311177.0,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,1,United-States,<=50K
1,Self-emp-not-inc,190636.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,1,3,United-States,>50K
4,Private,221336.0,10th,6,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
0,Private,120691.0,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,1,,<=50K
1,Private,107389.0,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,293440.0,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,145409.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
0,Private,213902.0,5th-6th,3,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,2,El-Salvador,<=50K
4,Private,100099.0,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,191856.0,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,>50K
2,Local-gov,233891.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K
4,Self-emp-not-inc,96073.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,England,>50K
1,Private,474136.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1,2,United-States,<=50K
2,Self-emp-not-inc,355856.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,3,Philippines,<=50K
0,,144685.0,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Female,0,2,2,Taiwan,<=50K
3,Self-emp-not-inc,139212.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,State-gov,143931.0,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Federal-gov,160703.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,191291.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,68729.0,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,3,2,United-States,>50K
4,Private,119986.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,,>50K
2,Private,227545.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
2,Private,32776.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,United-States,>50K
1,Private,228881.0,Some-college,10,Separated,Machine-op-inspct,Not-in-family,Other,Male,0,0,2,United-States,<=50K
0,Private,84648.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
4,Federal-gov,101996.0,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
4,,68954.0,HS-grad,9,Widowed,,Not-in-family,Black,Female,0,0,0,United-States,<=50K
3,Local-gov,285060.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,United-States,>50K
3,Self-emp-inc,209569.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,3,United-States,>50K
1,Local-gov,331126.0,Bachelors,13,Never-married,Protective-serv,Own-child,Black,Male,0,0,3,United-States,<=50K
1,Private,279872.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,150560.0,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,4,0,2,United-States,>50K
1,Local-gov,185647.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,128871.0,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,4,United-States,<=50K
1,Federal-gov,386331.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,3,United-States,<=50K
3,Private,117814.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,220609.0,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,Local-gov,117022.0,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,176751.0,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,4,United-States,>50K
4,,76371.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,80410.0,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,127202.0,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,121471.0,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,219086.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,271571.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,3,United-States,>50K
1,Private,241583.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,374253.0,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,214993.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,199995.0,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,>50K
2,Private,450924.0,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,2,0,2,United-States,<=50K
1,Private,120359.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,93125.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1,0,1,United-States,<=50K
0,Private,187513.0,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
4,Private,243569.0,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Private,295510.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,29732.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,211743.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,251396.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
4,Private,477697.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
3,Private,151584.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,193882.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,,117542.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,1,0,0,United-States,<=50K
1,Private,242460.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,>50K
1,Private,411395.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,191025.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,154571.0,Assoc-voc,11,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,3,South,<=50K
1,Private,208657.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
