rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
SMOTE,,7,imputation_normalization_discretization_rebalancing_features_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,7,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,3,,,,manhattan,,,,,fail,-inf
NearMiss,1,,discretization_normalization_rebalancing_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,SelectKBest,,1,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,fail,-inf
SMOTE,,5,features_discretization_rebalancing_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,7,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,5,features_rebalancing_imputation_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,5,5,,5,2,4,gini,previous_constraint,-inf
NearMiss,3,,normalization_imputation_features_discretization_rebalancing_classification,,,,,FunctionTransformer,IterativeImputer,,constant,roman,PCA,7,,KBinsDiscretizer,,kmeans,5,ordinal,,DecisionTreeClassifier,best,,,,2,3,,3,3,1,entropy,previous_constraint,-inf
NearMiss,3,,rebalancing_features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,1,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,fail,-inf
FunctionTransformer,,,imputation_normalization_features_rebalancing_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,200,,1,,,,,,,,success,0.6598861608114579
SMOTE,,7,normalization_rebalancing_discretization_imputation_features_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.5,,,,,DecisionTreeClassifier,best,,,,2,2,,5,1,1,entropy,previous_constraint,-inf
NearMiss,3,,rebalancing_features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,3,ordinal,,DecisionTreeClassifier,random,,,,2,5,,4,1,3,entropy,fail,-inf
SMOTE,,7,rebalancing_normalization_imputation_features_discretization_classification,,False,,False,RobustScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,fail,-inf
SMOTE,,5,imputation_discretization_rebalancing_features_normalization_classification,,,,,FunctionTransformer,IterativeImputer,,constant,random,SelectKBest,,3,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,3,,,,minkowski,,,,,previous_constraint,-inf
SMOTE,,6,features_imputation_discretization_rebalancing_normalization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,5,,1,,,,,,,,previous_constraint,-inf
NearMiss,3,,imputation_rebalancing_normalization_features_discretization_classification,True,,False,,StandardScaler,FunctionTransformer,,,,PCA,7,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,,8,,,,euclidean,,,,,previous_constraint,-inf
FunctionTransformer,,,normalization_features_rebalancing_discretization_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,SelectKBest,,9,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,success,0.8340683905794263
NearMiss,3,,rebalancing_normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,7,,KBinsDiscretizer,,uniform,7,ordinal,,MLPClassifier,,5,,200,,,,,,,,previous_constraint,-inf
NearMiss,1,,discretization_features_imputation_rebalancing_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,3,,,,minkowski,,,,,previous_constraint,-inf
FunctionTransformer,,,features_rebalancing_imputation_discretization_normalization_classification,True,,False,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,5,,1,,,,,,,,fail,-inf
FunctionTransformer,,,imputation_discretization_normalization_features_rebalancing_classification,False,,False,,StandardScaler,FunctionTransformer,,,,SelectKBest,,9,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,19,,,,manhattan,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_features_rebalancing_normalization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,MLPClassifier,,200,,1,,,,,,,,success,0.80090483653302
SMOTE,,5,features_rebalancing_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,9,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,,19,,,,manhattan,,,,,previous_constraint,-inf
SMOTE,,6,rebalancing_imputation_discretization_normalization_features_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,3,,,,minkowski,,,,,fail,-inf
FunctionTransformer,,,discretization_rebalancing_imputation_normalization_features_classification,False,,True,,StandardScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,KBinsDiscretizer,,quantile,7,ordinal,,MLPClassifier,,5,,1,,,,,,,,previous_constraint,-inf
NearMiss,3,,normalization_rebalancing_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,arabic,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,12,,,,minkowski,,,,,previous_constraint,-inf
SMOTE,,6,normalization_features_imputation_rebalancing_discretization_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,roman,PCA,1,,KBinsDiscretizer,,uniform,3,ordinal,,MLPClassifier,,5,,50,,,,,,,,fail,-inf
SMOTE,,7,features_rebalancing_imputation_discretization_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,1,,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,1,,imputation_rebalancing_normalization_features_discretization_classification,,False,,True,RobustScaler,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,KBinsDiscretizer,,uniform,7,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,imputation_features_rebalancing_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,,17,,,,manhattan,,,,,fail,-inf
NearMiss,3,,discretization_features_rebalancing_imputation_normalization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,8,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,5,3,,5,3,4,entropy,previous_constraint,-inf
SMOTE,,5,discretization_normalization_features_imputation_rebalancing_classification,True,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,7,ordinal,uniform,KNeighborsClassifier,,,3,,,,euclidean,,,,,previous_constraint,-inf
SMOTE,,7,discretization_features_imputation_rebalancing_normalization_classification,,True,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,7,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,discretization_normalization_imputation_features_rebalancing_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,4,4,,5,3,4,entropy,fail,-inf
FunctionTransformer,,,features_rebalancing_normalization_discretization_imputation_classification,False,,True,,StandardScaler,SimpleImputer,most_frequent,,,SelectKBest,,9,KBinsDiscretizer,,quantile,6,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,2,,discretization_features_imputation_normalization_rebalancing_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,,,3,1,,2,2,4,gini,previous_constraint,-inf
NearMiss,1,,features_imputation_rebalancing_normalization_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,,4,,,,euclidean,,,,,previous_constraint,-inf
SMOTE,,7,imputation_normalization_rebalancing_discretization_features_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,roman,SelectKBest,,1,Binarizer,0.0,,,,,MLPClassifier,,5,,200,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_normalization_imputation_features_rebalancing_classification,True,,False,,StandardScaler,SimpleImputer,constant,,,PCA,7,,Binarizer,5.0,,,,,MLPClassifier,,200,,200,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,normalization_rebalancing_features_discretization_imputation_classification,,,,,FunctionTransformer,IterativeImputer,,constant,random,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,50,,1,,,,,,,,previous_constraint,-inf
NearMiss,2,,discretization_features_rebalancing_imputation_normalization_classification,,True,,False,RobustScaler,SimpleImputer,most_frequent,,,PCA,7,,KBinsDiscretizer,,uniform,5,ordinal,,DecisionTreeClassifier,random,,,,2,1,,2,3,3,gini,success,0.862122023420835
SMOTE,,7,normalization_imputation_features_rebalancing_discretization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,PCA,3,,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,,,5,5,,2,1,1,entropy,fail,-inf
SMOTE,,5,features_discretization_normalization_imputation_rebalancing_classification,True,,False,,StandardScaler,FunctionTransformer,,,,SelectKBest,,5,FunctionTransformer,,,,,,MLPClassifier,,100,,200,,,,,,,,success,0.7455787732358191
SMOTE,,7,normalization_discretization_imputation_rebalancing_features_classification,,True,,True,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,5,,1,,,,,,,,fail,-inf
NearMiss,1,,rebalancing_discretization_normalization_imputation_features_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,25,,1,,,,,,,,previous_constraint,-inf
NearMiss,1,,imputation_features_discretization_rebalancing_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,PCA,7,,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,10,,200,,,,,,,,fail,-inf
NearMiss,3,,discretization_rebalancing_imputation_normalization_features_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,3,,Binarizer,5.0,,,,,MLPClassifier,,50,,1,,,,,,,,fail,-inf
FunctionTransformer,,,normalization_rebalancing_features_imputation_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,1,,KBinsDiscretizer,,uniform,6,ordinal,uniform,KNeighborsClassifier,,,19,,,,euclidean,,,,,fail,-inf
FunctionTransformer,,,rebalancing_discretization_normalization_imputation_features_classification,,False,,False,RobustScaler,FunctionTransformer,,,,PCA,2,,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,,15,,,,euclidean,,,,,fail,-inf
SMOTE,,5,rebalancing_features_discretization_imputation_normalization_classification,False,,True,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,,19,,,,euclidean,,,,,fail,-inf
SMOTE,,5,rebalancing_imputation_features_normalization_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,9,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,,,2,1,,4,1,4,gini,previous_constraint,-inf
SMOTE,,7,rebalancing_features_normalization_discretization_imputation_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,7,ordinal,uniform,KNeighborsClassifier,,,3,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,1,,discretization_imputation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,1,,KBinsDiscretizer,,uniform,7,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
SMOTE,,6,rebalancing_normalization_imputation_features_discretization_classification,False,,False,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,4,ordinal,,MLPClassifier,,200,,1,,,,,,,,previous_constraint,-inf
NearMiss,2,,rebalancing_normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,0.0,,,,,MLPClassifier,,200,,1,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,imputation_discretization_normalization_rebalancing_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,7,,KBinsDiscretizer,,uniform,4,ordinal,,MLPClassifier,,50,,1,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,discretization_normalization_features_imputation_rebalancing_classification,,False,,True,RobustScaler,IterativeImputer,,most_frequent,arabic,SelectKBest,,9,KBinsDiscretizer,,kmeans,3,ordinal,distance,KNeighborsClassifier,,,19,,,,manhattan,,,,,fail,-inf
SMOTE,,7,imputation_features_normalization_rebalancing_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,ascending,SelectKBest,,7,KBinsDiscretizer,,quantile,3,ordinal,,DecisionTreeClassifier,random,,,,3,1,,5,1,3,entropy,fail,-inf
FunctionTransformer,,,rebalancing_features_discretization_normalization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,5,,Binarizer,0.5,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.7875401593313308
NearMiss,1,,normalization_imputation_rebalancing_features_discretization_classification,,True,,False,RobustScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,3,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,rebalancing_imputation_normalization_features_discretization_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,PCA,1,,KBinsDiscretizer,,quantile,3,ordinal,,MLPClassifier,,5,,1,,,,,,,,success,0.7774587523399068
SMOTE,,5,discretization_features_rebalancing_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,PCA,1,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,fail,-inf
NearMiss,2,,discretization_normalization_features_rebalancing_imputation_classification,,True,,False,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,0.0,,,,,DecisionTreeClassifier,random,,,,2,5,,5,3,1,gini,previous_constraint,-inf
NearMiss,1,,normalization_features_discretization_rebalancing_imputation_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,success,0.6698892081319926
FunctionTransformer,,,imputation_features_discretization_rebalancing_normalization_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,random,SelectKBest,,1,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,,16,,,,minkowski,,,,,previous_constraint,-inf
NearMiss,3,,imputation_normalization_rebalancing_features_discretization_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,random,PCA,7,,KBinsDiscretizer,,quantile,5,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,1,,rebalancing_discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,1,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,1,,features_discretization_normalization_imputation_rebalancing_classification,,,,,FunctionTransformer,IterativeImputer,,constant,random,FunctionTransformer,,,Binarizer,2.0,,,,,DecisionTreeClassifier,random,,,,2,5,,5,1,1,entropy,previous_constraint,-inf
NearMiss,3,,rebalancing_imputation_features_discretization_normalization_classification,,True,,False,RobustScaler,SimpleImputer,constant,,,SelectKBest,,4,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,3,,,,euclidean,,,,,previous_constraint,-inf
NearMiss,3,,features_discretization_imputation_normalization_rebalancing_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,random,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,200,,200,,,,,,,,previous_constraint,-inf
SMOTE,,7,features_imputation_rebalancing_normalization_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,9,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,,,2,1,,4,3,1,entropy,fail,-inf
SMOTE,,5,imputation_rebalancing_normalization_discretization_features_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,PCA,7,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,3,,,,manhattan,,,,,previous_constraint,-inf
SMOTE,,5,discretization_imputation_features_normalization_rebalancing_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,PCA,6,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,3,1,,5,3,4,entropy,success,0.7507095903530537
